Player,Season,Team,Location,Opp Team,Date,Result,Mins Played,Field Goal,Field Goal Att,Field Goal %,3 Point Field Goal,3 Point Field Goal Att,3 Point Field Goal %,Free Throw,Free Throw Att,Free Throw %,Rebounds,Assists,Steals,Blocks,Turnovers,Points,Usage %,True Shooting %,Effective Fg %,Total Rebound %,Assist %,Offensive Rating,Defensive Rating,Game Score,Playoffs,Championship Season
Lebron James,2005-2006,CLE,0,POR,2006-03-17,W,44:10,9.0,23.0,0.391,1.0,6.0,0.167,8.0,10.0,0.8,9.0,5.0,6.0,0.0,1.0,27.0,30.8,0.493,0.413,11.8,19.3,114.0,85.0,24.9,False,False
Lebron James,2005-2006,CLE,0,LAL,2006-03-19,W,46:52,10.0,24.0,0.417,3.0,4.0,0.75,6.0,10.0,0.6,8.0,7.0,1.0,0.0,7.0,29.0,36.7,0.511,0.479,11.5,27.8,94.0,106.0,15.1,False,False
Lebron James,2005-2006,CLE,0,CHA,2006-03-22,W,50:11,10.0,21.0,0.476,1.0,5.0,0.2,16.0,23.0,0.696,11.0,12.0,0.0,1.0,5.0,37.0,33.6,0.594,0.5,12.6,39.1,119.0,115.0,29.3,False,False
Lebron James,2005-2006,CLE,0,BOS,2006-03-24,W,44:51,13.0,26.0,0.5,4.0,8.0,0.5,6.0,8.0,0.75,7.0,8.0,2.0,3.0,0.0,36.0,31.2,0.61,0.577,8.4,37.1,139.0,95.0,34.4,False,False
Lebron James,2005-2006,CLE,@,HOU,2006-03-26,W,48:56,14.0,34.0,0.412,0.0,4.0,0.0,8.0,11.0,0.727,6.0,5.0,2.0,0.0,2.0,36.0,39.2,0.463,0.412,7.6,21.0,105.0,109.0,22.3,False,False
Lebron James,2005-2006,CLE,0,DAL,2006-03-29,W,43:26,16.0,23.0,0.696,4.0,7.0,0.571,10.0,13.0,0.769,5.0,4.0,3.0,0.0,2.0,46.0,33.3,0.801,0.783,7.8,22.9,161.0,112.0,39.2,False,False
Lebron James,2005-2006,CLE,0,MIA,2006-04-01,W,45:29,16.0,25.0,0.64,2.0,6.0,0.333,13.0,14.0,0.929,12.0,9.0,2.0,0.0,4.0,47.0,34.8,0.754,0.68,15.8,42.9,150.0,108.0,43.8,False,False
Lebron James,2005-2006,CLE,@,CHA,2006-04-02,W,41:17,13.0,24.0,0.542,2.0,5.0,0.4,7.0,9.0,0.778,12.0,8.0,1.0,2.0,3.0,35.0,32.1,0.626,0.583,16.8,38.9,138.0,100.0,29.6,False,False
Lebron James,2005-2006,CLE,0,PHI,2006-04-04,W,34:40,13.0,22.0,0.591,4.0,10.0,0.4,7.0,9.0,0.778,4.0,7.0,4.0,0.0,3.0,37.0,36.1,0.713,0.682,7.2,33.4,145.0,93.0,31.9,False,False
Lebron James,2005-2006,CLE,@,NYK,2006-04-05,L,44:48,12.0,24.0,0.5,4.0,7.0,0.571,8.0,14.0,0.571,2.0,7.0,3.0,0.0,5.0,36.0,37.5,0.597,0.583,2.8,37.2,114.0,109.0,23.9,False,False
Lebron James,2005-2006,CLE,@,NJN,2006-04-08,W,44:09,12.0,26.0,0.462,0.0,3.0,0.0,13.0,16.0,0.813,5.0,7.0,1.0,0.0,6.0,37.0,42.0,0.56,0.462,7.2,30.5,108.0,115.0,22.2,False,False
Lebron James,2005-2006,CLE,@,NOK,2006-04-10,W,42:07,12.0,24.0,0.5,0.0,3.0,0.0,8.0,12.0,0.667,4.0,6.0,0.0,0.0,2.0,32.0,40.1,0.546,0.5,5.4,29.3,116.0,129.0,21.8,False,False
Lebron James,2005-2006,CLE,@,DET,2006-04-12,L,31:21,8.0,18.0,0.444,0.0,3.0,0.0,6.0,8.0,0.75,3.0,1.0,0.0,0.0,2.0,22.0,34.5,0.511,0.444,4.8,10.4,101.0,114.0,11.4,False,False
Lebron James,2005-2006,CLE,0,NYK,2006-04-13,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2005-2006,CLE,@,WAS,2006-04-16,L,29:32,8.0,16.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,5.0,4.0,1.0,1.0,3.0,17.0,29.8,0.504,0.5,9.7,25.0,100.0,108.0,10.8,False,False
Lebron James,2005-2006,CLE,@,BOS,2006-04-17,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2005-2006,CLE,0,ATL,2006-04-19,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2006-2007,CLE,0,WAS,2006-11-01,W,40:38,11.0,24.0,0.458,2.0,4.0,0.5,2.0,6.0,0.333,10.0,5.0,0.0,2.0,5.0,26.0,34.9,0.488,0.5,14.2,24.6,98.0,104.0,15.3,False,False
Lebron James,2006-2007,CLE,@,SAS,2006-11-03,W,41:53,14.0,26.0,0.538,1.0,2.0,0.5,6.0,11.0,0.545,10.0,4.0,1.0,1.0,2.0,35.0,38.3,0.567,0.558,12.9,27.0,112.0,90.0,25.1,False,False
Lebron James,2006-2007,CLE,@,CHA,2006-11-04,L,38:06,3.0,13.0,0.231,1.0,3.0,0.333,9.0,10.0,0.9,9.0,7.0,0.0,1.0,2.0,16.0,22.5,0.46,0.269,14.2,38.0,114.0,102.0,15.6,False,False
Lebron James,2006-2007,CLE,0,ATL,2006-11-07,L,47:17,13.0,26.0,0.5,3.0,8.0,0.375,5.0,11.0,0.455,7.0,6.0,2.0,1.0,2.0,34.0,31.1,0.551,0.558,9.1,36.5,117.0,105.0,25.2,False,False
Lebron James,2006-2007,CLE,0,CHI,2006-11-09,W,37:50,6.0,13.0,0.462,0.0,1.0,0.0,7.0,8.0,0.875,4.0,12.0,3.0,2.0,3.0,19.0,24.1,0.575,0.462,6.6,40.7,124.0,92.0,22.9,False,False
Lebron James,2006-2007,CLE,0,BOS,2006-11-11,W,43:32,9.0,17.0,0.529,1.0,4.0,0.25,19.0,23.0,0.826,8.0,5.0,3.0,0.0,2.0,38.0,31.1,0.701,0.559,10.5,26.2,141.0,96.0,33.8,False,False
Lebron James,2006-2007,CLE,@,NYK,2006-11-13,W,41:20,10.0,19.0,0.526,3.0,4.0,0.75,6.0,9.0,0.667,4.0,6.0,2.0,1.0,3.0,29.0,29.2,0.632,0.605,6.0,28.6,125.0,105.0,22.8,False,False
Lebron James,2006-2007,CLE,0,POR,2006-11-15,W,38:54,10.0,15.0,0.667,3.0,6.0,0.5,9.0,11.0,0.818,7.0,7.0,2.0,1.0,4.0,32.0,27.8,0.806,0.767,11.7,39.9,143.0,90.0,29.6,False,False
Lebron James,2006-2007,CLE,0,MIN,2006-11-17,W,40:30,12.0,24.0,0.5,2.0,5.0,0.4,11.0,14.0,0.786,9.0,6.0,1.0,2.0,4.0,37.0,39.2,0.613,0.542,13.5,40.0,123.0,83.0,29.5,False,False
Lebron James,2006-2007,CLE,@,WAS,2006-11-18,L,33:20,8.0,20.0,0.4,0.0,1.0,0.0,4.0,5.0,0.8,5.0,4.0,2.0,0.0,3.0,20.0,34.9,0.45,0.4,9.2,21.0,95.0,121.0,12.1,False,False
Lebron James,2006-2007,CLE,0,MEM,2006-11-21,W,41:59,7.0,21.0,0.333,1.0,5.0,0.2,0.0,1.0,0.0,1.0,9.0,3.0,1.0,3.0,15.0,29.4,0.35,0.357,1.7,35.5,84.0,112.0,9.6,False,False
Lebron James,2006-2007,CLE,@,TOR,2006-11-22,L,39:55,11.0,24.0,0.458,2.0,7.0,0.286,6.0,9.0,0.667,10.0,8.0,4.0,0.0,2.0,30.0,33.9,0.536,0.5,13.8,40.5,118.0,99.0,26.6,False,False
Lebron James,2006-2007,CLE,@,IND,2006-11-24,L,42:26,6.0,14.0,0.429,2.0,2.0,1.0,16.0,20.0,0.8,7.0,5.0,1.0,0.0,3.0,30.0,28.9,0.658,0.5,9.7,26.7,130.0,109.0,22.6,False,False
Lebron James,2006-2007,CLE,0,PHI,2006-11-25,W,40:50,10.0,20.0,0.5,1.0,4.0,0.25,4.0,7.0,0.571,4.0,11.0,0.0,1.0,7.0,25.0,29.8,0.542,0.525,5.5,41.4,102.0,104.0,14.8,False,False
